destinationIATA,isHub,isIntraEU
PFQ,True,False
OMH,True,False
TBZ,True,False
JWN,True,False
AZD,True,False
ACZ,True,False
ZBR,True,False
ZAH,True,False
IHR,False,False
AMM,True,False
ADJ,True,False
AQJ,True,False
KWI,True,False
BEY,True,False
KYE,True,False
AUH,True,False
AZI,True,False
AAN,True,False
DHF,False,False
DXB,True,False
NHD,True,False
DWC,True,False
FJR,True,False
RKT,True,False
SHJ,True,False
MSH,True,False
MCT,True,False
SLL,True,False
TTH,True,False
BHV,True,False
CJL,False,False
DEA,False,False
DSK,False,False
LYP,True,False
GWD,False,False
GIL,False,False
ISB,True,False
JAG,True,False
KHI,True,False
LHE,True,False
XJM,False,False
MFG,False,False
MJD,False,False
MUX,True,False
WNS,True,False
PJG,False,False
PSI,True,False
PEW,True,False
UET,True,False
RYK,True,False
RAZ,False,False
KDU,True,False
SKZ,True,False
SDT,False,False
TUK,False,False
PZH,False,False
IQA,True,False
TQD,True,False
BGW,True,False
OSM,True,False
EBL,True,False
KIK,True,False
BSR,True,False
NJF,True,False
RQW,True,False
ISU,True,False
XNH,True,False
ALP,True,False
DAM,True,False
DEZ,False,False
KAC,True,False
LTK,True,False
PMS,True,False
DIA,True,False
XJD,True,False
DOH,True,False
ADE,True,False
AXK,True,False
AAY,True,False
HOD,True,False
RIY,True,False
SAH,True,False
SCT,True,False
SGM,False,False
MAY,False,False
AXP,False,False
ATC,False,False
TBI,False,False
CRI,False,False
MYK,False,False
LGI,False,False
MYG,False,False
DCT,False,False
CYD,False,False
IMI,False,False
NBS,True,False
AIU,False,False
MGS,False,False
MHX,False,False
MUK,False,False
PYE,False,False
NDI,False,False
NDN,False,False
EPG,False,False
TVU,False,False
RTA,False,False
SVU,False,False
YAS,False,False
EUA,False,False
NFO,False,False
GMO,True,False
FUN,False,False
NIK,False,False
NKD,False,False
NLH,True,False
FUT,False,False
HBB,False,False
NRY,False,False
OFU,False,False
RMT,False,False
RVV,False,False
FGU,False,False
APK,False,False
REA,False,False
PKP,False,False
ZTA,False,False
FAC,False,False
RKA,False,False
HOI,True,False
NUG,False,False
MTV,False,False
SLH,False,False
TOH,False,False
EAE,False,False
CCV,False,False
LOD,False,False
SSR,False,False
PBJ,False,False
LNB,False,False
MWF,False,False
LNE,False,False
NUS,False,False
ZGU,False,False
RCL,False,False
TGH,False,False
ULB,False,False
VLS,False,False
WLH,False,False
SWJ,False,False
OLJ,False,False
AUY,False,False
AWD,False,False
DLY,False,False
FTA,False,False
IPA,False,False
NWT,False,False
BMY,False,False
HLU,False,False
CMV,False,False
WHO,False,False
GBZ,False,False
GMN,False,False
WIK,False,False
MFN,False,False
MZP,False,False
PCN,False,False
TKZ,False,False
WTZ,False,False
NLN,False,False
BZF,False,False
BST,False,False
OAH,True,False
TII,False,False
OCS,True,False
NUM,True,False
SLF,True,False
ZUL,False,False
OGE,False,False
IAQ,False,False
SNX,True,False
CKT,True,False
IMQ,True,False
OMF,True,False
OKV,False,False
OLH,False,False
OLQ,False,False
DQM,True,False
XSB,True,False
ONB,False,False
FAU,True,False
KHS,True,False
OMM,False,False
OHS,True,False
DDU,False,False
BHW,True,False
BNP,False,False
KDD,False,False
MWD,True,False
ATG,True,False
ORW,False,False
PAJ,False,False
SKT,True,False
SUL,False,False
BDN,True,False
WAF,False,False
ORI,False,False
OSE,False,False
OSG,False,False
EAB,True,False
BHN,False,False
KAM,False,False
MYN,True,False
SYE,True,False
AJS,False,False
AZG,False,False
PCM,False,False
PCV,False,False
SCX,False,False
TUY,False,False
UAC,False,False
MXC,False,False
MXK,False,False
GTK,False,False
LBP,False,False
LLM,False,False
SPT,False,False
WKR,False,False
CXY,False,False
PWN,False,False
WTD,False,False
MYS,False,False
MYX,False,False
NTC,False,False
IBO,False,False
TGS,False,False
MZE,False,False
BQI,False,False
MOI,False,False
PZK,False,False
ICI,False,False
CST,False,False
PTF,False,False
RBI,False,False
KDV,False,False
MNF,False,False
MFJ,False,False
LEV,False,False
NGI,False,False
LUC,False,False
LKB,False,False
KXF,False,False
KAY,False,False
ONU,False,False
NTT,False,False
TTL,False,False
VBV,False,False
VTF,False,False
PHG,False,False
ABF,False,False
BEZ,False,False
KUC,False,False
MNK,False,False
MZK,False,False
MTK,False,False
NIG,False,False
OOT,False,False
AEA,False,False
TMN,False,False
NON,False,False
AIS,False,False
TSU,False,False
BBG,False,False
AAK,False,False
NJJ,False,False
NND,False,False
NOM,False,False
NOO,False,False
PKR,False,False
NPG,False,False
AAU,False,False
MXS,False,False
HHZ,False,False
NAU,False,False
TKV,False,False
PUK,False,False
NUK,False,False
KHZ,False,False
FHZ,False,False
TJN,False,False
NIU,False,False
RRR,False,False
KXU,False,False
NKP,False,False
UAP,False,False
UAH,False,False
TTI,False,False
TPX,False,False
UOA,False,False
VHZ,False,False
NUF,False,False
LPM,False,False
TGJ,False,False
PUV,False,False
PDC,False,False
FGL,False,False
DGR,False,False
KKO,False,False
MHB,False,False
RAG,False,False
TMZ,False,False
KTF,False,False
THH,False,False
OAA,False,False
BIN,False,False
CCN,False,False
SBF,False,False
DAZ,False,False
FAH,False,False
FBD,False,False
GRG,False,False
KWH,False,False
URN,False,False
LQN,False,False
OAS,False,False
SGA,False,False
TQN,False,False
OAZ,False,False
ZAJ,False,False
OGM,False,False
JSK,False,False
XIJ,False,False
BYB,False,False
AOM,False,False
MNH,False,False
OMN,False,False
OMY,False,False
RMB,False,False
RNM,False,False
JNJ,False,False
LKW,False,False
WGB,False,False
CHB,False,False
DBA,False,False
HDD,False,False
OHT,False,False
LRG,False,False
MPD,False,False
SBQ,False,False
SYW,False,False
SGI,False,False
RZS,False,False
TLB,False,False
TFT,False,False
BMN,False,False
OTT,False,False
OUM,False,False
OXO,False,False
BYD,False,False
BUK,False,False
UKR,False,False
IHN,False,False
GXF,True,False
TAI,True,False
PAQ,False,False
BTI,False,False
BET,False,False
BIG,True,False
BKC,False,False
BRW,False,False
BTT,False,False
CDB,False,False
SCM,True,False
CDV,False,False
CZF,False,False
DRG,False,False
DLG,False,False
MLL,False,False
ADQ,False,False
DUT,False,False
EDF,True,False
EHM,False,False
EIL,True,False
EMK,False,False
ENA,False,False
FAI,False,False
FBK,True,False
ABL,False,False
FRN,False,False
GAL,False,False
SHG,False,False
GKN,False,False
GAM,False,False
GST,False,False
HSL,False,False
HNS,False,False
HOM,False,False
HPB,False,False
EGX,False,False
IAN,False,False
ILI,False,False
UTO,False,False
JNU,True,False
AKN,True,False
AKP,False,False
KTN,False,False
KLW,False,False
LUR,False,False
LMA,False,False
MRI,False,False
MYU,False,False
ANC,True,False
ENN,False,False
ANN,False,False
NUL,False,False
ANV,False,False
OME,False,False
OOK,False,False
ORT,False,False
OTZ,False,False
STG,False,False
KPC,False,False
PSG,False,False
PTH,False,False
PKA,False,False
PTU,False,False
NUI,False,False
ARC,False,False
RBY,False,False
SVA,False,False
SCC,False,False
SDP,False,False
SHH,False,False
SIT,False,False
WLK,False,False
KSM,False,False
SNP,False,False
SVW,False,False
SXQ,False,False
SYA,True,False
TOG,False,False
TKA,False,False
TLJ,False,False
ATK,False,False
UNK,False,False
VDZ,False,False
KVL,False,False
SWD,False,False
WRG,False,False
AIN,False,False
WTK,False,False
WWA,False,False
FYU,False,False
ROP,False,False
SPN,True,False
UAM,True,False
GUM,True,False
TIQ,True,False
CGY,False,False
BKH,False,False
HDH,True,False
HHI,False,False
HNM,False,False
JHM,False,False
JRF,False,False
KOA,True,False
LIH,False,False
MKK,False,False
MUE,False,False
NGF,False,False
HNL,False,False
LNY,False,False
OGG,False,False
BSF,False,False
ITO,False,False
UPP,False,False
ENT,False,False
MAJ,True,False
KWA,False,False
CXI,False,False
MDY,True,False
PIZ,False,False
TKK,False,False
PNI,False,False
ROR,False,False
KSA,False,False
YAP,False,False
AWK,True,False
QJP,False,False
KNH,True,False
LZN,False,False
TTT,True,False
GNI,False,False
KHH,True,False
CYI,False,False
HCN,False,False
KYD,False,False
RMQ,True,False
MFK,False,False
TNN,True,False
HSZ,True,False
MZG,True,False
PIF,True,False
TSA,True,False
TPE,True,False
WOT,False,False
HUN,True,False
NRT,True,False
MMJ,False,False
IBR,True,False
MUS,False,False
IWO,True,False
KIX,True,False
SHM,False,False
UKB,True,False
HIW,False,False
TJH,False,False
OBO,True,False
CTS,True,False
HKD,True,False
KUH,True,False
MMB,True,False
SHB,False,False
OKD,False,False
WKJ,False,False
AXJ,False,False
IKI,False,False
UBJ,True,False
TSJ,False,False
MBE,False,False
AKJ,True,False
OIR,False,False
RIS,False,False
KUM,False,False
FUJ,False,False
FUK,True,False
TNE,False,False
KOJ,True,False
KMI,True,False
OIT,True,False
KKJ,True,False
HSG,False,False
KMJ,True,False
NGS,True,False
NGO,True,False
ASJ,False,False
OKE,False,False
KKX,False,False
TKN,False,False
NKM,True,False
FKJ,False,False
QGU,True,False
KMQ,True,False
OKI,False,False
TOY,False,False
NTQ,False,False
HIJ,True,False
OKJ,True,False
IZO,False,False
YGJ,True,False
IWK,True,False
KCZ,True,False
MYJ,True,False
ITM,False,False
TTJ,False,False
TKS,False,False
TAK,True,False
IWJ,False,False
AOJ,True,False
GAJ,False,False
SDS,False,False
FKS,True,False
HHE,False,False
HNA,True,False
AXT,True,False
MSJ,True,False
KIJ,False,False
ONJ,False,False
SDJ,True,False
SYO,False,False
NJA,True,False
HAC,False,False
OIM,False,False
MYE,False,False
HND,True,False
OKO,True,False
KWJ,True,False
KUV,True,False
CHN,False,False
RSU,False,False
KAG,True,False
WJU,True,False
YNY,True,False
CJU,True,False
JDG,False,False
CHF,False,False
PUS,True,False
HIN,True,False
USN,False,False
ICN,True,False
SSN,True,False
OSN,True,False
GMP,True,False
SWU,True,False
KPO,False,False
TAE,True,False
HMY,True,False
CJJ,True,False
YEC,True,False
OKA,True,False
DNA,True,False
UEO,False,False
MMD,False,False
MMY,False,False
KTD,False,False
SHI,True,False
TRA,False,False
RNJ,False,False
OGN,False,False
SFS,True,False
CRK,True,False
LAO,True,False
MNL,True,False
SGL,False,False
CBO,False,False
DVO,True,False
BXU,False,False
DPL,False,False
IGN,False,False
JOL,False,False
TWT,False,False
PAG,False,False
GES,True,False
SUG,False,False
TDG,False,False
ZAM,True,False
SJI,False,False
MBO,False,False
WNP,False,False
BSO,False,False
SFE,False,False
TUG,False,False
VRC,False,False
MRQ,False,False
CYZ,False,False
TAC,False,False
BCD,False,False
DGT,False,False
MPH,False,False
CRM,False,False
ILO,True,False
MBT,False,False
KLO,False,False
CEB,True,False
OMC,False,False
PPS,True,False
RXS,False,False
EUQ,False,False
TBH,False,False
GRV,True,False
COC,False,False
GHU,False,False
PRA,False,False
ROS,True,False
SFN,False,False
AEP,False,False
COR,True,False
LPG,False,False
EPA,False,False
EZE,True,False
GNR,False,False
MDZ,True,False
LGS,True,False
AFA,False,False
CTC,True,False
SDE,True,False
IRJ,True,False
TUC,True,False
UAQ,True,False
RCU,False,False
VDR,False,False
VME,False,False
RLO,True,False
LUQ,True,False
CNQ,False,False
RES,True,False
FMA,False,False
IGR,True,False
AOL,False,False
MCS,False,False
PSS,False,False
SLA,True,False
JUJ,True,False
ORA,False,False
TTG,False,False
OYA,False,False
RCQ,True,False
UZU,False,False
EHL,False,False
CRD,True,False
EQS,False,False
IGB,False,False
OES,False,False
REL,True,False
VDM,True,False
PMY,True,False
FTE,True,False
PUD,False,False
RGA,False,False
RGL,True,False
USH,True,False
ULA,False,False
PMQ,False,False
RZA,False,False
BHI,True,False
OVR,False,False
GPO,False,False
SST,False,False
MDQ,False,False
NQN,True,False
NEC,False,False
PEH,False,False
RSA,False,False
BRC,False,False
TDL,True,False
VLG,False,False
CUT,False,False
CPC,True,False
CDJ,False,False
AQA,False,False
AJU,False,False
AFL,True,False
ARU,False,False
AAX,False,False
BEL,False,False
BGX,False,False
PLU,True,False
BFH,False,False
BSB,True,False
BAT,False,False
BVB,True,False
BPG,False,False
BZC,False,False
CAC,False,False
CFB,True,False
CFC,False,False
CNF,True,False
CGR,True,False
XAP,False,False
CLN,False,False
CKS,False,False
CCM,False,False
CAW,False,False
CMG,False,False
CWB,False,False
CRQ,False,False
CXJ,False,False
CGB,False,False
CZS,False,False
PPB,False,False
MAO,True,False
JCR,False,False
IGU,False,False
FLN,False,False
FEN,False,False
FOR,True,False
GIG,True,False
GJM,False,False
GYN,False,False
GRU,True,False
GPB,False,False
GVR,False,False
GUJ,False,False
ATM,False,False
ITA,False,False
ITB,False,False
IOS,False,False
IPN,False,False
ITR,False,False
IMP,False,False
QDV,False,False
JDF,False,False
JHF,True,False
JPA,True,False
JDO,False,False
JOI,False,False
CPV,False,False
VCP,True,False
LEC,False,False
LAJ,False,False
LIP,False,False
LDB,False,False
LAZ,False,False
MAB,False,False
MQH,False,False
MEU,False,False
MEA,False,False
MGF,False,False
MOC,False,False
MII,False,False
PLL,False,False
MCZ,True,False
MCP,False,False
MVF,False,False
RTE,False,False
MNX,False,False
NVT,False,False
GEL,False,False
OYK,False,False
POA,True,False
PHB,False,False
POO,False,False
PFB,False,False
PMW,False,False
PET,False,False
PNZ,True,False
PNB,False,False
PMG,False,False
BPS,False,False
PVH,False,False
RBR,False,False
REC,True,False
SDU,False,False
RAO,False,False
BRB,False,False
SNZ,True,False
NAT,True,False
SJK,True,False
SLZ,False,False
RIA,False,False
STM,False,False
CGH,False,False
SJP,False,False
SSZ,False,False
SSA,True,False
TMT,False,False
UNA,False,False
TOW,False,False
THE,False,False
TFF,False,False
TRQ,False,False
TEC,False,False
TSQ,False,False
TBT,False,False
TUR,False,False
SJL,True,False
PAV,False,False
URG,False,False
UDI,False,False
UBA,False,False
VAG,False,False
BVH,True,False
VIX,False,False
QPS,False,False
IZA,True,False
ARI,False,False
BBA,True,False
CCH,False,False
CJC,True,False
YAI,False,False
PUQ,False,False
GXQ,False,False
IQQ,True,False
SCL,True,False
ESR,False,False
ANF,True,False
WPR,False,False
FFU,False,False
LSQ,False,False
WPU,False,False
LGR,False,False
CCP,True,False
IPC,True,False
ZOS,False,False
VLR,False,False
PNT,False,False
MHC,False,False
TNM,False,False
LSC,False,False
PZS,False,False
PMC,True,False
ZIC,False,False
ZAL,False,False
KNA,False,False
AML,False,False
SAX,False,False
AKB,False,False
PML,False,False
PTD,False,False
BVU,False,False
BMX,False,False
CEM,False,False
CIK,False,False
CYF,False,False
IRC,False,False
CXF,False,False
CYT,False,False
RDB,False,False
ADK,False,False
KKH,False,False
EEK,False,False
EAA,False,False
ELV,True,False
NIB,False,False
FWL,False,False
GBH,False,False
KWK,False,False
GLV,False,False
AGN,True,False
BGQ,False,False
NME,False,False
SGY,False,False
HCR,False,False
HUS,False,False
SHX,False,False
HYG,False,False
IGG,False,False
MCL,False,False
WAA,False,False
KGK,False,False
KDK,False,False
KFP,False,False
AKK,False,False
KPN,False,False
KKA,False,False
LKK,False,False
IKO,False,False
UUK,False,False
KAL,False,False
KYK,False,False
KLN,False,False
KLG,False,False
WCR,False,False
KMO,False,False
MCG,False,False
MDO,False,False
SMK,False,False
MLY,False,False
MTM,False,False
MOU,False,False
MXY,False,False
WNA,False,False
ANI,False,False
NNL,False,False
FNR,True,False
KNW,False,False
OBU,False,False
PCA,False,False
HNH,False,False
NLG,False,False
KPV,False,False
PIP,False,False
PHO,False,False
PPC,False,False
KWN,False,False
RSH,False,False
SLQ,False,False
SOV,False,False
SMU,False,False
UMM,False,False
SKW,False,False
TAL,False,False
TNC,False,False
TLA,False,False
AUK,False,False
UMT,False,False
WOW,False,False
KQA,False,False
VAK,False,False
KVC,False,False
VEE,False,False
WBQ,False,False
WMO,False,False
YAK,False,False
CIS,False,False
PDI,False,False
PEC,True,False
AKI,False,False
AET,False,False
PFC,False,False
NCN,False,False
CLP,False,False
ELI,False,False
KUK,False,False
KNK,False,False
KOT,False,False
KTS,False,False
KYU,False,False
KWT,False,False
ORV,False,False
SKK,False,False
TKJ,False,False
WSN,False,False
CPN,False,False
EMI,False,False
BPD,False,False
BPK,False,False
SGK,False,False
KII,False,False
AKG,False,False
AWB,False,False
HYF,False,False
IHU,False,False
KKD,False,False
OBX,False,False
TFI,False,False
TLO,False,False
UKU,False,False
VMU,False,False
WPM,False,False
PGM,False,False
LLC,False,False
ENI,False,False
LUP,False,False
PAK,False,False
REQ,False,False
PLE,False,False
PMP,False,False
PPX,False,False
PUA,False,False
PWR,False,False
PYL,True,False
KIO,False,False
RAX,False,False
RBP,False,False
RDV,False,False
RHT,False,False
RBJ,False,False
FSZ,False,False
MWX,True,False
RKU,False,False
RMP,False,False
AGJ,False,False
IEJ,False,False
HTR,False,False
BSI,False,False
LBX,False,False
AAV,False,False
BPH,False,False
CGM,False,False
OZC,False,False
MXI,False,False
IAO,False,False
BAG,False,False
DTE,False,False
BQA,False,False
CYP,False,False
USU,False,False
BPA,False,False
NGK,False,False
NOI,True,False
LPS,False,False
KEH,True,False
MJR,False,False
LCM,False,False
RAF,False,False
HOS,False,False
CVH,False,False
RDS,False,False
APZ,False,False
RHD,True,False
CRR,False,False
SAS,False,False
CLX,False,False
ELO,False,False
EMX,False,False
LHS,False,False
MQD,False,False
ARR,False,False
SGV,False,False
ROY,False,False
GGS,False,False
JSM,False,False
RYO,False,False
CSZ,False,False
OYO,False,False
ARX,False,False
BJP,False,False
CLV,False,False
BYO,False,False
JJG,True,False
RRJ,False,False
SMT,False,False
RPU,False,False
ZUD,False,False
LOB,False,False
WAP,False,False
WPA,False,False
CPO,False,False
TOQ,False,False
DPB,False,False
COW,False,False
FRT,False,False
CPP,False,False
ZLR,False,False
OVL,False,False
ZPC,False,False
PUX,False,False
ZCO,True,False
CNR,False,False
VAP,False,False
SMB,False,False
WCA,False,False
TLX,False,False
TTC,False,False
OZG,False,False
ACU,False,False
AIL,False,False
CTE,False,False
MPP,False,False
PYC,False,False
NMG,False,False
PYV,False,False
BFQ,False,False
ELE,False,False
OTD,False,False
PCQ,False,False
PDR,False,False
PEB,False,False
ERE,False,False
ESA,False,False
GAR,False,False
GOE,False,False
MZN,False,False
SMP,False,False
BRH,False,False
TAJ,False,False
BAA,False,False
CVB,False,False
GMI,False,False
GVI,False,False
IIS,False,False
JAQ,False,False
KDR,False,False
KUY,False,False
KWO,False,False
LMI,False,False
LMY,False,False
OPU,False,False
SKC,False,False
TFM,False,False
ULE,False,False
PGE,False,False
HIK,False,False
BHC,False,False
CWP,False,False
GRT,False,False
KCF,False,False
KAI,False,False
TNV,False,False
TNQ,False,False
PQD,False,False
HUC,False,False
XSO,False,False
BFA,False,False
OLK,False,False
PBT,False,False
PCJ,False,False
QFX,False,False
RAA,False,False
RAW,False,False
RHR,False,False
OMJ,False,False
QDY,False,False
RKY,False,False
RLP,False,False
KJP,False,False
CYU,False,False
MLP,False,False
CDY,False,False
IPE,False,False
RZP,False,False
TAG,False,False
SWL,False,False
RPV,False,False
RRM,False,False
RSE,False,False
RSI,False,False
KDY,False,False
UHS,False,False
VUS,False,False
RUU,False,False
RVC,False,False
SAM,False,False
LLS,False,False
MDX,False,False
VIU,False,False
SOD,False,False
ATF,False,False
OCC,False,False
CUE,False,False
GPS,True,False
GYE,True,False
LTX,True,False
MRR,False,False
XMS,True,False
MEC,True,False
PVO,False,False
UIO,True,False
SNC,False,False
PTZ,False,False
SCY,False,False
BHA,False,False
LOH,False,False
ESM,False,False
TPC,False,False
TUA,True,False
PSY,False,False
ASU,True,False
CIO,False,False
AGT,True,False
ESG,True,False
PJC,False,False
API,False,False
AXM,False,False
PUU,False,False
ELB,False,False
BGA,False,False
BOG,True,False
BAQ,True,False
BSC,False,False
BUN,False,False
CUC,False,False
CTG,True,False
CLO,True,False
TCO,False,False
CVE,False,False
CZU,False,False
EJA,False,False
FLA,False,False
GIR,False,False
CRC,False,False
GPI,False,False
IBE,False,False
IPI,False,False
APO,False,False
LQM,False,False
MCJ,False,False
LET,False,False
EOH,True,False
MGN,False,False
MTR,False,False
MVP,False,False
MZL,False,False
NVA,False,False
OCV,False,False
PCR,False,False
PEI,False,False
PTX,False,False
PPN,False,False
PAL,True,False
PSO,False,False
PVA,False,False
MQU,False,False
MDE,True,False
RCH,False,False
SJE,False,False
SMR,False,False
SOX,False,False
ADZ,False,False
SVI,False,False
TME,False,False
TQS,False,False
AUC,False,False
UIB,False,False
ULQ,False,False
PYA,False,False
VUP,False,False
VVC,False,False
EYP,True,False
BJO,False,False
CBB,True,False
CIJ,False,False
SRZ,True,False
LPB,True,False
ORU,False,False
POI,True,False
PSZ,False,False
SBL,False,False
TJA,True,False
TDD,False,False
VLM,False,False
VVI,True,False
BYC,False,False
PBM,True,False
AIF,False,False
OLC,False,False
SDI,False,False
JTN,False,False
JLS,False,False
NVM,False,False
OUS,False,False
OIA,False,False
QHB,False,False
REZ,False,False
QSC,False,False
JPY,False,False
UBT,False,False
ITP,False,False
VOT,False,False
IBB,False,False
LGQ,False,False
ETR,True,False
SUQ,False,False
TSC,False,False
SFU,False,False
AYO,False,False
ENO,False,False
PIL,False,False
SIC,False,False
LVR,False,False
FRC,False,False
SIZ,False,False
JUA,False,False
CFO,False,False
NPR,False,False
AQM,False,False
JRT,False,False
RIG,False,False
JTC,False,False
ARS,False,False
COG,False,False
RAV,False,False
CAQ,False,False
EBG,False,False
LGT,False,False
LPD,False,False
MTB,False,False
RON,False,False
PDA,False,False
NAR,False,False
PBE,False,False
PZA,False,False
RVE,False,False
TIB,False,False
TDA,False,False
URI,False,False
VGZ,False,False
SRE,True,False
CCA,False,False
CEP,False,False
GYA,False,False
SLJ,False,False
MGD,False,False
RBO,False,False
RIB,False,False
REY,False,False
SRJ,False,False
SNG,False,False
SRB,False,False
MQK,False,False
UYU,True,False
SMH,False,False
ORG,False,False
JSO,False,False
JAW,False,False
APY,False,False
APQ,False,False
AMJ,False,False
BDC,False,False
BVM,False,False
BRA,False,False
BSS,False,False
BMS,False,False
BQQ,False,False
MXQ,False,False
EEA,False,False
CPU,False,False
QCH,False,False
RDC,False,False
LEP,False,False
DTI,False,False
DIQ,False,False
JPE,False,False
CNV,False,False
SXX,False,False
GUZ,False,False
GDP,False,False
GNM,False,False
QGP,False,False
ITN,False,False
SET,False,False
IRE,False,False
QIG,False,False
QIT,False,False
IPU,False,False
JCM,False,False
FEC,False,False
JEQ,False,False
JNA,False,False
JDR,False,False
CDI,False,False
QCP,False,False
LHN,False,False
SSO,False,False
MTE,False,False
MVS,False,False
SBJ,False,False
PTQ,False,False
NNU,False,False
PSW,False,False
FEJ,False,False
ORX,False,False
PCS,False,False
POJ,False,False
PIV,False,False
FLB,False,False
PDF,False,False
CAU,False,False
OPP,False,False
JTA,False,False
JIP,False,False
PYO,False,False
TPN,False,False
FLM,False,False
SJF,False,False
ECO,False,False
MIX,False,False
ARO,False,False
SJR,False,False
NPU,False,False
PCC,False,False
SQF,False,False
AYI,False,False
CUI,False,False
MOY,False,False
EUO,False,False
PRE,False,False
SQE,False,False
TAU,False,False
AYC,False,False
DZI,False,False
SJH,False,False
JUO,False,False
UNC,False,False
AYA,False,False
NBB,False,False
MND,False,False
NAD,False,False
GCA,False,False
SRO,False,False
GAA,False,False
BAC,False,False
CQT,False,False
ELJ,False,False
SOH,False,False
ECR,False,False
MQR,False,False
ISD,False,False
AZT,False,False
HRR,False,False
SQB,False,False
ARF,False,False
MFB,False,False
MHF,False,False
CSR,False,False
LPE,False,False
ACR,False,False
ACD,False,False
AFI,False,False
ARQ,False,False
CPB,False,False
CCO,False,False
CIM,False,False
BHF,False,False
CUO,False,False
FDA,False,False
CPL,False,False
HTZ,False,False
IGO,False,False
MFS,False,False
LMC,False,False
NCI,False,False
NQU,False,False
ORC,False,False
PLT,False,False
SSL,False,False
SRS,False,False
TLU,False,False
TRB,False,False
URR,False,False
AYG,False,False
MHW,False,False
APB,False,False
ASC,False,False
CAM,False,False
BVK,False,False
SJS,False,False
SJB,False,False
SJV,False,False
PUR,False,False
SRD,False,False
SNM,False,False
VAH,False,False
ABN,False,False
TOT,False,False
DRJ,False,False
MOJ,False,False
ICK,False,False
OEM,False,False
SMZ,False,False
AGI,False,False
VCC,False,False
SNQ,False,False
CAY,True,False
OYP,False,False
AOP,False,False
AYX,False,False
PCL,True,False
TDP,False,False
CHM,False,False
CIX,True,False
AYP,True,False
ANS,True,False
ATA,True,False
LIM,True,False
RIJ,False,False
JAE,False,False
JJI,False,False
JAU,True,False
JUL,True,False
CJA,True,False
ILQ,True,False
TBP,True,False
MZA,False,False
YMS,False,False
HUU,True,False
CHH,False,False
IQT,True,False
AQP,True,False
TRU,True,False
PIO,True,False
TPP,True,False
TCQ,True,False
PEM,True,False
PIU,True,False
TYL,True,False
NZC,False,False
CUZ,True,False
PGZ,False,False
CYR,False,False
DZO,False,False
PDP,False,False
MVD,False,False
STY,False,False
AGV,False,False
BLA,True,False
BNS,False,False
BRM,True,False
MYC,False,False
CBL,False,False
CLZ,False,False
CAJ,False,False
CUP,False,False
CZE,False,False
CUM,True,False
GUI,False,False
GUQ,False,False
HGE,False,False
LSP,True,False
LFR,False,False
MAR,True,False
MRD,False,False
PMV,True,False
CCS,True,False
MUN,False,False
CBS,False,False
PYH,True,False
PBL,False,False
SCI,False,False
PZO,False,False
SVZ,False,False
STD,True,False
SNF,False,False
SFD,False,False
SOM,False,False
STB,True,False
VLN,True,False
VIG,True,False
VLV,False,False
VDP,False,False
GEO,False,False
OGL,False,False
ANU,True,False
BGI,True,False
DCF,False,False
DOM,False,False
FDF,True,False
SFG,False,False
SBH,False,False
GBJ,False,False
PTP,True,False
GND,True,False
CRU,False,False
STT,False,False
STX,True,False
ARE,False,False
BQN,True,False
SIG,False,False
MAZ,False,False
PSE,False,False
SJU,True,False
VQS,False,False
SKB,False,False
NEV,False,False
SLU,False,False
UVF,True,False
AUA,True,False
BON,True,False
CUR,True,False
EUX,False,False
SXM,False,False
AXA,False,False
TAB,True,False
POS,True,False
EIS,False,False
SVD,True,False
BQU,False,False
CIW,False,False
MQS,False,False
BDA,True,False
ALA,True,False
BXH,True,False
TDK,True,False
NQZ,True,False
DMB,True,False
IKU,True,False
FRU,True,False
OSS,True,False
CIT,True,False
DZN,True,False
KGF,True,False
URA,True,False
UKK,True,False
PWQ,True,False
PLX,False,False
SCO,True,False
GUW,True,False
AKX,True,False
KSN,True,False
GYD,True,False
KVD,True,False
NAJ,True,False
LWN,True,False
EVN,True,False
YKS,True,False
NER,True,False
PYJ,True,False
MJZ,True,False
SEK,False,False
IKS,True,False
KUT,True,False
BUS,True,False
TBS,True,False
BQS,True,False
KHV,True,False
DYR,True,False
PVS,False,False
GDX,True,False
PWE,True,False
PKC,False,False
UUS,True,False
VVO,False,False
HTA,True,False
BTK,True,False
IKT,True,False
UUD,True,False
KBP,True,False
MPW,True,False
DNK,True,False
OZH,True,False
KWG,True,False
SIP,False,False
HRK,False,False
CKC,True,False
IEV,False,False
IFO,True,False
LWO,True,False
CWC,False,False
RWN,False,False
TNL,False,False
UDJ,False,False
NLV,True,False
ODS,False,False
ARH,True,False
LED,True,False
MMK,True,False
PKV,True,False
PES,True,False
BQT,True,False
GME,True,False
VTB,True,False
KGD,True,False
GNA,False,False
MSQ,True,False
MVQ,True,False
ABA,True,False
BAX,True,False
KEJ,True,False
KJA,True,False
OVB,True,False
OMS,True,False
HTG,True,False
NSK,True,False
AAQ,True,False
KRR,False,False
MCX,True,False
MRV,True,False
NAL,False,False
OGZ,True,False
STW,True,False
TGK,True,False
AER,True,False
ASF,True,False
ESL,True,False
VOG,True,False
SFK,False,False
TXF,False,False
OBI,False,False
TFL,False,False
JPO,False,False
VAL,False,False
QID,False,False
BVS,False,False
CMC,False,False
JCS,False,False
GGF,False,False
PHI,False,False
GMS,False,False
PPY,False,False
PYT,False,False
ITE,False,False
MPY,False,False
REI,False,False
